marketTick;CC1;CC2;CC3;CC4;CC5;USD
1;99.978299217508;77.551309861886;105.14993750781;50.988610101071;92.851393077365;1
2;99.992578903345;77.627000140779;105.29950024994;50.997928166244;93.00133223534;1
3;99.999378700428;77.696124287435;105.44831439742;50.999752972291;93.15126806342;1
4;99.998681612807;77.758509527487;105.59600799239;50.994079958149;93.300825800121;1
5;99.990489382836;77.813999930324;105.74221187776;50.980923303398;93.449631628989;1
6;99.974822486826;77.862456798839;105.88656061998;50.960315892824;93.597313612948;1
7;99.951720083856;77.903759016094;106.02869342237;50.93230923422;93.743502623949;1
8;99.921239917902;77.937803348059;106.16825502693;50.896973329648;93.887833265599;1
9;99.883458173506;77.964504701631;106.30489660233;50.854396500466;94.02994478646;1
10;99.838469285353;77.983796337334;106.43827661581;50.804685166574;94.169481981739;1
11;99.786385702232;77.995630036124;106.56806168679;50.747963580417;94.306096081119;1
12;99.727337605977;77.999976219918;106.69392742019;50.684373516422;94.439445620497;1
13;99.661472586077;77.996824025519;106.81555921721;50.614073916629;94.569197295473;1
14;99.58895527078;77.986181331773;106.93265306171;50.537240493429;94.695026794433;1
15;99.509966915608;77.96807473987;107.04491628007;50.454065290364;94.816619609159;1
16;99.424704950313;77.942549506861;107.1520682727;50.364756202126;94.933671820939;1
17;99.333382485403;77.909669432535;107.25384121542;50.269536454924;95.045890860204;1
18;99.236227779483;77.869516699955;107.34998072888;50.168644048536;95.152996237798;1
19;99.133483668718;77.822191670039;107.44024651437;50.062331161435;95.254720246056;1
20;99.025406959878;77.767812630718;107.52441295442;49.950863520471;95.350808627935;1
21;98.912267788451;77.706515501269;107.60226967678;49.834519736697;95.441021212521;1
22;98.794348943442;77.638453492593;107.67362208018;49.71359060898;95.525132515336;1
23;98.671945160553;77.563796724265;107.73829182078;49.588378397161;95.602932301925;1
24;98.545362385495;77.482731799326;107.7961172579;49.459196066561;95.674226113341;1
25;98.414917009283;77.39546133787;107.84695385807;49.32636650573;95.738835752183;1
26;98.280935077421;77.302203470602;107.89067455625;49.190221719392;95.796599728003;1
27;98.143751474965;77.203191293622;107.92717007348;49.051101998611;95.847373660944;1
28;98.003709089475;77.098672285808;107.95634918997;48.909355070237;95.891030642616;1
29;97.861157953983;76.988907690247;107.97813897311;48.765335227771;95.927461553301;1
30;97.716454372089;76.874171861263;107.99248495981;48.619402445813;95.956575334695;1
31;97.569960027386;76.754751578675;107.99935129257;48.47192148032;95.978299217508;1
32;97.422041079445;76.630945330998;107.99872080912;48.323260956898;95.992578903345;1
33;97.2730672486;76.503062569374;107.99059508536;48.173792449435;95.999378700428;1
34;97.123410891843;76.371422934105;107.97499443136;48.023889551358;95.998681612807;1
35;96.973446072129;76.236355455725;107.95195784062;47.873926941843;95.990489382836;1
36;96.823547623405;76.098197732587;107.92154289263;47.724279449317;95.974822486826;1
37;96.674090213728;75.957295087048;107.88382560893;47.575321114575;95.951720083856;1
38;96.525447408786;75.813999702341;107.83890026306;47.427424255877;95.921239917902;1
39;96.37799073818;75.668669742301;107.78687914501;47.280958538349;95.883458173506;1
40;96.232088766792;75.521668456141;107.72789228048;47.136290050005;95.838469285353;1
41;96.088106173567;75.373363270521;107.6620871059;46.993780386724;95.786385702232;1
42;95.946402840003;75.224124871169;107.58962809995;46.853785748448;95.727337605977;1
43;95.807332950636;75.07432627636;107.5106963724;46.716656048864;95.661472586077;1
44;95.671244107763;74.924341904569;107.42548921146;46.582734040805;95.58895527078;1
45;95.538476462618;74.774546638615;107.33421959066;46.452354459546;95.509966915608;1
46;95.409361865171;74.62531488865;107.23711563653;46.32584318614;95.424704950313;1
47;95.284223034671;74.477019656331;107.13442005837;46.203516432884;95.333382485403;1
48;95.163372753026;74.330031602509;107.02638954165;46.085679952956;95.236227779483;1
49;95.047113083001;74.184718120767;106.9132941064;45.972628276187;95.133483668718;1
50;94.935734613225;74.041442419133;106.79541643231;45.864643972893;95.025406959878;1
51;94.829515731867;73.900562612244;106.67305115217;45.761996947594;94.912267788451;1
52;94.728721930813;73.762430826249;106.54650411546;45.664943764397;94.794348943442;1
53;94.633605142074;73.627392318674;106.41609162387;45.573727005715;94.671945160553;1
54;94.544403108084;73.495784615462;106.2821396407;45.488574665941;94.545362385495;1
55;94.461338787474;73.367936667332;106.14498297616;45.409699581576;94.414917009283;1
56;94.384619797787;73.244168027571;106.00496445047;45.337298899255;94.280935077421;1
57;94.314437896541;73.124788053321;105.86243403703;45.271553582979;94.143751474965;1
58;94.25096850194;73.010095132347;105.71774798764;45.212627961797;94.003709089475;1
59;94.194370254416;72.900375937219;105.57126794208;45.160669319075;93.861157953983;1
60;94.144784620113;72.795904708786;105.42336002418;45.115807524361;93.716454372089;1
61;94.102335537292;72.696942570709;105.2743939267;45.078154708778;93.569960027386;1
62;94.067129106553;72.603736876797;105.1247419873;45.047804984755;93.422041079445;1
63;94.039253325638;72.516520592743;104.9747782579;45.024834210797;93.2730672486;1
64;94.018777869482;72.435511713836;104.82487756972;45.009299801875;93.123410891843;1
65;94.005753916062;72.360912720085;104.67541459641;45.001240585922;92.973446072129;1
66;94.000214018478;72.292910070124;104.52676291757;45.000676706781;92.823547623405;1
67;94.00217202359;72.231673735162;104.37929408498;45.007609573855;92.674090213728;1
68;94.011623037404;72.177356774145;104.23337669392;45.022021858588;92.525447408786;1
69;94.028543437309;72.130094951189;104.08937546187;45.043877537773;92.37799073818;1
70;94.052890931115;72.090006396238;103.94765031693;45.073121983596;92.232088766792;1
71;94.084604662768;72.057191309801;103.80855549814;45.10968210017;92.088106173567;1
72;94.123605364457;72.031731712503;103.67243867012;45.153466506246;91.946402840003;1
73;94.169795554736;72.013691240081;103.53964005403;45.20436576361;91.807332950636;1
74;94.223059782187;72.003114984319;103.41049157727;45.262252650626;91.671244107763;1
75;94.28326491398;72.000029380348;103.28531604377;45.326982480225;91.538476462618;1
76;94.35026046864;72.004442140572;103.16442632717;45.398393461543;91.409361865171;1
77;94.42387899217;72.016342235388;103.0481245888;45.476307104317;91.284223034671;1
78;94.503936476602;72.035699920757;102.93670152245;45.560528665016;91.163372753026;1
79;94.590232819918;72.062466812546;102.83043562774;45.6508476336;91.047113083001;1
80;94.682552326202;72.096576007466;102.72959251408;45.747038259685;90.935734613225;1
81;94.780664244766;72.137942250294;102.63442423672;45.848860116801;90.829515731867;1
82;94.884323346911;72.186462146965;102.54516866681;45.956058703333;90.728721930813;1
83;94.993270538866;72.242014423006;102.46204889677;46.068366078643;90.633605142074;1
84;95.107233509389;72.304460226659;102.38527268276;46.185501532781;90.544403108084;1
85;95.225927410405;72.373643475935;102.31503192531;46.307172288114;90.461338787474;1
86;95.349055568975;72.449391248741;102.25150218975;46.43307423112;90.384619797787;1
87;95.476310228828;72.531514215094;102.19484226732;46.562892672508;90.314437896541;1
88;95.607373319587;72.619807110347;102.14519377833;46.696303133784;90.25096850194;1
89;95.74191725178;72.714049248243;102.10268081814;46.832972158274;90.194370254416;1
90;95.879605735648;72.814005072518;102.067409647;46.972558144591;90.144784620113;1
91;96.020094621686;72.919424745669;102.03946842449;47.114712200466;90.102335537292;1
92;96.163032760845;73.030044773412;102.0189269891;47.25907901479;90.067129106553;1
93;96.308062882218;73.145588663289;102.00583668372;47.405297745713;90.039253325638;1
94;96.454822486031;73.265767615749;102.00023022731;47.553002922557;90.018777869482;1
95;96.602944749707;73.390281245999;102.00212163307;47.701825359303;90.005753916062;1
96;96.752059444725;73.518818334808;102.01150617349;47.851393077365;90.000214018478;1
97;96.901793862007;73.651057606396;102.0283603921;48.00133223534;90.00217202359;1
98;97.05177374349;73.786668531453;102.05264216213;48.15126806342;90.011623037404;1
99;97.201624217576;73.92531215329;102.08429079179;48.300825800121;90.028543437309;1
100;97.350970736123;74.066641935057;102.12322717601;48.449631628989;90.052890931115;1
101;97.499440010611;74.210304625903;102.16935399409;48.597313612948;90.084604662768;1
102;97.646660945177;74.355941143918;102.22255595302;48.743502623949;90.123605364457;1
103;97.792265564153;74.503187473655;102.28270007559;48.887833265599;90.169795554736;1
104;97.935889931824;74.651675575973;102.34963603284;49.02994478646;90.223059782187;1
105;98.077175062067;74.801034307946;102.42319651972;49.169481981739;90.28326491398;1
106;98.215767815636;74.950890350531;102.50319767333;49.306096081119;90.35026046864;1
107;98.351321782826;75.100869141663;102.58943953244;49.439445620497;90.42387899217;1
108;98.483498149314;75.250595812473;102.68170653733;49.569197295473;90.503936476602;1
109;98.611966543019;75.39969612426;102.77976806853;49.695026794433;90.590232819918;1
110;98.736405859863;75.547797403893;102.88337902329;49.816619609159;90.682552326202;1
111;98.85650506636;75.694529475305;102.99228042817;49.933671820939;90.780664244766;1
112;98.97196397704;75.839525584732;103.10620008638;50.045890860204;90.884323346911;1
113;99.082494004757;75.982423317413;103.22485325811;50.152996237798;90.993270538866;1
114;99.187818882003;76.122865503437;103.34794337221;50.254720246056;91.107233509389;1
115;99.287675351439;76.26050111048;103.4751627675;50.350808627935;91.225927410405;1
116;99.381813823894;76.394986121203;103.60619346176;50.441021212521;91.349055568975;1
117;99.469999002214;76.525984393117;103.74070794648;50.525132515336;91.476310228828;1
118;99.552010469379;76.653168498766;103.87837000551;50.602932301925;91.607373319587;1
119;99.627643239433;76.776220544122;104.01883555539;50.674226113341;91.74191725178;1
120;99.696708269837;76.894832963155;104.1617535054;50.738835752183;91.879605735648;1
121;99.759032933986;77.00870928659;104.3067666351;50.796599728003;92.020094621686;1
122;99.814461452676;77.117564882924;104.45351248718;50.847373660944;92.163032760845;1
123;99.862855283478;77.221127669857;104.60162427344;50.891030642616;92.308062882218;1
124;99.904093467017;77.319138794357;104.75073179155;50.927461553301;92.454822486031;1
125;99.938072929312;77.411353279655;104.90046235036;50.956575334695;92.602944749707;1
